,Store Number,Ownership Type,Continent,Country,City,State/Province,Longitude,Latitude,Status
19994,79379-100643,Licensed,North America,United States,Garner,NC,-78.7,35.66,Active
19995,25115-100534,Company Owned,North America,United States,Garner,NC,-78.58,35.7,Active
19996,16138-100072,Licensed,North America,United States,Gastonia,NC,-81.13,35.26,Active
19997,47673-259024,Licensed,North America,United States,Gastonia,NC,-81.16,35.22,Active
19998,18833-188544,Company Owned,North America,United States,Gastonia,NC,-81.13,35.26,Active
19999,76570-101399,Licensed,North America,United States,Goldsboro,NC,-77.94,35.38,Active
20000,14555-118464,Company Owned,North America,United States,Goldsboro,NC,-77.96,35.4,Active
20001,9838-98423,Company Owned,North America,United States,Goldsboro,NC,-77.94,35.38,Active
20002,29074-251947,Licensed,North America,United States,Greensboro,NC,-79.87,36.15,Active
20003,8221-103437,Company Owned,North America,United States,Greensboro,NC,-79.84,36.09,Active
20004,14437-119070,Company Owned,North America,United States,Greensboro,NC,-79.87,36.15,Active
20005,17470-181564,Licensed,North America,United States,Greensboro,NC,-79.9,36.05,Active
20006,10605-99128,Company Owned,North America,United States,Greensboro,NC,-79.88,36.11,Active
20007,76689-97498,Licensed,North America,United States,Greensboro,NC,-79.88,36.11,Active
20008,11057-103156,Company Owned,North America,United States,Greensboro,NC,-79.79,36.0,Active
20010,8374-13014,Company Owned,North America,United States,Greensboro,NC,-79.89,36.09,Active
20011,27919-230643,Licensed,North America,United States,Greensboro,NC,-79.9,36.02,Active
20012,29068-97497,Licensed,North America,United States,Greensboro,NC,-79.8,36.13,Active
20013,48628-263366,Licensed,North America,United States,Greensboro,NC,-79.93,36.12,Active
20014,72867-93650,Licensed,North America,United States,Greensboro,NC,-79.89,36.09,Active
20015,8325-9173,Company Owned,North America,United States,Greensboro,NC,-79.84,36.04,Closed
20016,9798-96617,Company Owned,North America,United States,Greensboro,NC,-79.8,36.13,Closed
20017,48506-263365,Licensed,North America,United States,Greensboro,NC,-79.93,36.12,Active
20018,8696-93966,Company Owned,North America,United States,Greensboro,NC,-79.81,36.09,Active
20019,27181-246565,Licensed,North America,United States,Greensboro,NC,-79.82,36.1,Active
20020,8148-79743,Licensed,North America,United States,Greensboro,NC,-79.77,36.07,Active
20021,19798-189585,Licensed,North America,United States,Greenville,NC,-77.37,35.61,Active
20022,8962-95337,Company Owned,North America,United States,Greenville,NC,-77.41,35.61,Active
20023,13481-105757,Company Owned,North America,United States,Greenville,NC,-77.37,35.61,Active
20024,16065-159187,Licensed,North America,United States,Greenville,NC,-77.38,35.58,Active
20025,24135-252847,Licensed,North America,United States,Greenville,NC,-77.36,35.61,Active
20026,27296-246406,Company Owned,North America,United States,Greenville,NC,-77.41,35.55,Active
20027,3574-113607,Licensed,North America,United States,Greenville,NC,-77.36,35.61,Active
20028,8582-79241,Company Owned,North America,United States,Greenville,NC,-77.37,35.58,Active
20029,72594-100650,Licensed,North America,United States,Greenville,NC,-77.35,35.57,Active
20030,27160-237499,Licensed,North America,United States,Harrisburg,NC,-80.67,35.32,Active
20031,24768-237691,Licensed,North America,United States,Hayesville,NC,-83.8,35.03,Active
20032,3967-98055,Licensed,North America,United States,Hendersonville,NC,-82.47,35.33,Active
20033,4184-98065,Licensed,North America,United States,Hendersonville,NC,-82.43,35.35,Active
20034,27876-245464,Company Owned,North America,United States,Hendersonville,NC,-82.44,35.34,Active
20035,11214-96961,Company Owned,North America,United States,Hickory,NC,-81.34,35.75,Active
20036,14515-118344,Company Owned,North America,United States,Hickory,NC,-81.31,35.72,Active
20037,23886-233570,Licensed,North America,United States,Hickory,NC,-81.31,35.7,Active
20038,8961-95301,Company Owned,North America,United States,High Point,NC,-80.02,35.98,Closed
20039,25847-236825,Licensed,North America,United States,High Point,NC,-80.0,35.98,Active
20040,8486-35081,Company Owned,North America,United States,High Point,NC,-79.96,36.04,Active
20041,79361-101270,Licensed,North America,United States,High Point,NC,-80.02,35.98,Active
20042,79270-93640,Licensed,North America,United States,Holly Springs,NC,-78.8,35.66,Active
20043,19453-175544,Company Owned,North America,United States,Holly Springs,NC,-78.85,35.66,Active
20044,17058-176749,Licensed,North America,United States,Holly Springs,NC,-78.82,35.63,Active
20045,79330-98073,Licensed,North America,United States,Huntersville,NC,-80.9,35.44,Active
20046,10691-100498,Company Owned,North America,United States,Huntersville,NC,-80.86,35.41,Active
20047,8453-35539,Company Owned,North America,United States,Huntersville,NC,-80.88,35.45,Active
20048,76149-89021,Licensed,North America,United States,Huntersville,NC,-80.86,35.44,Active
20049,14112-99037,Company Owned,North America,United States,Huntersville,NC,-80.86,35.44,Active
20050,13475-107336,Company Owned,North America,United States,Indian Trail,NC,-80.65,35.05,Active
20051,23889-233572,Licensed,North America,United States,Jacksonville,NC,-77.4,34.79,Active
20052,22256-213884,Company Owned,North America,United States,Jacksonville,NC,-77.4,34.79,Active
20053,9801-98437,Company Owned,North America,United States,Jacksonville,NC,-77.38,34.76,Active
20054,78069-115624,Licensed,North America,United States,Jamestown,NC,-79.93,35.97,Active
20055,76588-101401,Licensed,North America,United States,Kernersville,NC,-80.1,36.11,Active
20056,11058-243148,Company Owned,North America,United States,Kernersville,NC,-80.1,36.11,Active
20057,70320-99584,Licensed,North America,United States,Kernersville,NC,-80.09,36.11,Active
20058,22588-195826,Licensed,North America,United States,Kill Devil Hills,NC,-75.65,35.99,Active
20059,19898-201167,Licensed,North America,United States,Kings Mountain,NC,-81.4,35.24,Active
20060,13258-105758,Company Owned,North America,United States,Kitty Hawk,NC,-75.72,36.1,Active
20061,76589-98291,Licensed,North America,United States,Knightdale,NC,-78.5,35.79,Active
20062,26652-239808,Company Owned,North America,United States,Knightdale,NC,-78.51,35.8,Active
20063,29082-105498,Licensed,North America,United States,Leland,NC,-78.02,34.22,Active
20064,22986-226825,Licensed,North America,United States,Lincolnton,NC,-81.22,35.48,Active
20065,19348-136169,Company Owned,North America,United States,Lumberton,NC,-79.01,34.67,Active
20066,76150-89022,Licensed,North America,United States,Matthews,NC,-80.71,35.12,Closed
20067,14981-156052,Licensed,North America,United States,Matthews,NC,-80.71,35.12,Active
20068,79359-101268,Licensed,North America,United States,Matthews,NC,-80.76,35.02,Active
20069,8697-93960,Company Owned,North America,United States,Matthews,NC,-80.7,35.13,Active
20070,25954-242179,Company Owned,North America,United States,Mebane,NC,-79.27,36.07,Active
20071,19011-197245,Licensed,North America,United States,Mills River,NC,-82.57,35.4,Active
20072,24359-235925,Licensed,North America,United States,Mint Hill,NC,-80.66,35.17,Active
20073,15707-161325,Company Owned,North America,United States,Monroe,NC,-80.58,35.02,Active
20074,76456-98560,Licensed,North America,United States,Monroe,NC,-80.58,35.02,Active
20075,73818-108010,Licensed,North America,United States,Mooresville,NC,-80.9,35.6,Active
20076,13421-107187,Company Owned,North America,United States,Mooresville,NC,-80.85,35.55,Active
20077,73916-103336,Licensed,North America,United States,Mooresville,NC,-80.88,35.59,Active
20078,8765-202507,Company Owned,North America,United States,Mooresville,NC,-80.86,35.59,Active
20079,76101-78200,Licensed,North America,United States,Mooresville,NC,-80.87,35.6,Active
20080,11761-106174,Company Owned,North America,United States,Morehead City,NC,-76.81,34.74,Active
20081,4185-147768,Licensed,North America,United States,Morganton,NC,-81.71,35.74,Active
20082,16134-157964,Licensed,North America,United States,Morrisville,NC,-78.82,35.81,Active
20083,47228-255067,Company Owned,North America,United States,Morrisville,NC,-78.82,35.81,Closed
20084,21592-212352,Licensed,North America,United States,Morrisville,NC,-78.8,35.87,Active
20085,9657-97677,Company Owned,North America,United States,Morrisville,NC,-78.85,35.82,Active
20086,24358-235924,Licensed,North America,United States,Morrisville,NC,-78.86,35.84,Active
20087,50154-272526,Licensed,North America,United States,Morrisville,NC,-78.79,35.87,Active
20088,21591-212353,Licensed,North America,United States,Morrisville,NC,-78.8,35.87,Closed
20089,22980-226624,Licensed,North America,United States,Murphy,NC,-84.01,35.11,Active
20090,27335-238027,Licensed,North America,United States,Murphy,NC,-83.99,35.12,Active
20091,76568-101400,Licensed,North America,United States,New Bern,NC,-77.1,35.1,Active
20092,25484-227605,Company Owned,North America,United States,New Bern,NC,-77.09,35.1,Active
20093,73729-108017,Licensed,North America,United States,New Bern,NC,-77.1,35.1,Active
20094,29948-255746,Licensed,North America,United States,New Bern,NC,-77.0,35.01,Active
20095,9658-96819,Company Owned,North America,United States,North Charlotte,NC,-80.85,35.35,Closed
20096,15952-159190,Licensed,North America,United States,Pembroke,NC,-79.2,34.69,Active
20097,27170-237504,Licensed,North America,United States,Pinehurst,NC,-79.48,35.21,Active
20099,8500-40659,Company Owned,North America,United States,Pineville,NC,-80.88,35.08,Closed
20100,8270-1606,Company Owned,North America,United States,Raleigh,NC,-78.68,35.89,Active
20102,21218-202504,Company Owned,North America,United States,Raleigh,NC,-78.58,35.86,Active
20103,75937-101885,Licensed,North America,United States,Raleigh,NC,-78.64,35.77,Active
20104,8529-54239,Company Owned,North America,United States,Raleigh,NC,-78.58,35.87,Closed
20105,8373-18706,Company Owned,North America,United States,Raleigh,NC,-78.65,35.79,Active
20106,8214-170244,Company Owned,North America,United States,Raleigh,NC,-78.62,35.87,Active
20107,8495-41081,Company Owned,North America,United States,Raleigh,NC,-78.6,35.9,Active
20108,8459-34859,Company Owned,North America,United States,Raleigh,NC,-78.64,35.84,Active
20109,8218-855,Company Owned,North America,United States,Raleigh,NC,-78.66,35.79,Closed
20110,25488-233566,Licensed,North America,United States,Raleigh,NC,-78.68,35.86,Active
20111,9789-96997,Company Owned,North America,United States,Raleigh,NC,-78.64,35.84,Active
20112,76282-93055,Licensed,North America,United States,Raleigh,NC,-78.64,35.84,Active
20113,8272-1608,Company Owned,North America,United States,Raleigh,NC,-78.71,35.83,Active
20114,70021-128585,Licensed,North America,United States,Raleigh,NC,-78.79,35.86,Closed
20115,8217-822,Company Owned,North America,United States,Raleigh,NC,-78.7,35.86,Active
20116,8875-94175,Company Owned,North America,United States,Raleigh,NC,-78.78,35.91,Active
20117,11189-101304,Company Owned,North America,United States,Raleigh,NC,-78.69,35.82,Active
20118,76118-79329,Licensed,North America,United States,Raleigh,NC,-78.57,35.87,Active
20119,23848-188525,Licensed,North America,United States,Raleigh,NC,-78.67,35.78,Active
20120,70017-128605,Licensed,North America,United States,Raleigh,NC,-78.79,35.88,Active
20122,2970-79142,Company Owned,North America,United States,Raleigh,NC,-78.54,35.94,Active
20123,9465-96435,Company Owned,North America,United States,Raleigh,NC,-78.56,35.8,Active
20124,8589-267123,Company Owned,North America,United States,Raleigh,NC,-78.68,35.84,Active
20125,16019-160470,Company Owned,North America,United States,Raleigh,NC,-78.65,35.9,Active
20126,8462-15594,Company Owned,North America,United States,Raleigh,NC,-78.59,35.82,Active
20127,9272-94777,Company Owned,North America,United States,Roanoke Rapids,NC,-77.63,36.42,Active
20128,76569-101398,Licensed,North America,United States,Rocky Mount,NC,-77.81,35.97,Active
20129,9464-96093,Company Owned,North America,United States,Salisbury,NC,-80.46,35.66,Active
20130,29150-252744,Company Owned,North America,United States,Sanford,NC,-79.14,35.45,Active
20131,29756-254873,Licensed,North America,United States,Shelby,NC,-81.57,35.29,Active
20132,26655-227604,Company Owned,North America,United States,Smithfield,NC,-78.32,35.51,Active
20133,9363-94798,Company Owned,North America,United States,Statesville,NC,-80.86,35.79,Active
20134,25333-237535,Licensed,North America,United States,Swannanoa,NC,-82.42,35.6,Active
20135,48487-263204,Licensed,North America,United States,Wake Forest,NC,-78.5,35.94,Active
20136,76100-78182,Licensed,North America,United States,Wake Forest,NC,-78.54,35.97,Active
20137,22077-213924,Company Owned,North America,United States,Waxhaw,NC,-80.8,35.02,Active
20138,18564-98074,Licensed,North America,United States,Waxhaw,NC,-80.76,34.95,Active
20139,73925-98097,Licensed,North America,United States,Waynesville,NC,-82.99,35.5,Active
20140,73930-135204,Licensed,North America,United States,Weaverville,NC,-82.57,35.7,Active
20141,76939-128669,Licensed,North America,United States,Wesley Chapel,NC,-80.7,35.0,Active
20142,18295-181084,Company Owned,North America,United States,Wilmington,NC,-77.91,34.22,Active
20143,5061-141305,Licensed,North America,United States,Wilmington,NC,-77.89,34.2,Active
20144,23185-130524,Licensed,North America,United States,Wilmington,NC,-77.88,34.22,Active
20145,8487-56939,Company Owned,North America,United States,Wilmington,NC,-77.83,34.23,Active
20146,19555-100653,Licensed,North America,United States,Wilmington,NC,-77.82,34.22,Active
20147,23661-94455,Licensed,North America,United States,Wilmington,NC,-77.83,34.24,Active
20148,8544-65179,Company Owned,North America,United States,Wilmington,NC,-77.83,34.24,Closed
20149,23651-100652,Licensed,North America,United States,Wilmington,NC,-77.9,34.13,Active
20150,8518-193866,Company Owned,North America,United States,Wilmington,NC,-77.87,34.24,Active
20151,13625-97032,Company Owned,North America,United States,Wilson,NC,-77.96,35.74,Active
20152,76707-97493,Licensed,North America,United States,Wilson,NC,-77.97,35.74,Active
20153,29069-251948,Licensed,North America,United States,Winston Salem,NC,-80.27,36.09,Active
20154,21131-180245,Licensed,North America,United States,Winston Salem,NC,-80.28,36.14,Active
20156,11640-100682,Company Owned,North America,United States,Winston-Salem,NC,-80.28,36.19,Active
20157,25248-239811,Company Owned,North America,United States,Winston-Salem,NC,-80.29,36.09,Active
20158,11059-21181,Company Owned,North America,United States,Winston-Salem,NC,-80.3,36.07,Closed
20159,26169-237578,Licensed,North America,United States,Winston-Salem,NC,-80.3,36.14,Active
20160,8448-35099,Company Owned,North America,United States,Winston-Salem,NC,-80.31,36.12,Active
20161,16923-166304,Licensed,North America,United States,Winston-Salem,NC,-80.28,36.17,Active
20162,11269-103675,Company Owned,North America,United States,Winston-Salem,NC,-80.34,36.07,Active
20163,8540-63340,Company Owned,North America,United States,Winston-Salem,NC,-80.3,36.06,Active
20164,8517-37400,Company Owned,North America,United States,Winston-Salem,NC,-80.28,36.09,Closed
20165,11926-105253,Company Owned,North America,United States,Winston-Salem,NC,-80.3,36.14,Active
20166,70058-137244,Licensed,North America,United States,Winston-Salem,NC,-80.28,36.13,Closed
20167,27558-246784,Licensed,North America,United States,Winston-Salem,NC,-80.27,36.09,Active
20168,76682-103843,Licensed,North America,United States,Bismarck,ND,-100.78,46.8,Active
20169,2717-85780,Company Owned,North America,United States,Bismarck,ND,-100.77,46.83,Active
20170,11361-99982,Company Owned,North America,United States,Bismarck,ND,-100.81,46.83,Active
20171,2719-85740,Company Owned,North America,United States,Bismarck,ND,-100.79,46.8,Active
20172,24405-236724,Licensed,North America,United States,Dickinson,ND,-102.8,46.88,Closed
20173,9608-97479,Company Owned,North America,United States,Fargo,ND,-96.82,46.83,Active
20174,2914-94948,Company Owned,North America,United States,Fargo,ND,-96.87,46.86,Active
20175,76381-96988,Licensed,North America,United States,Fargo,ND,-96.85,46.86,Active
20176,2741-84840,Company Owned,North America,United States,Grand Forks,ND,-97.08,47.89,Active
20177,72625-32659,Licensed,North America,United States,Grand Forks,ND,-97.08,47.89,Active
20178,9306-95919,Company Owned,North America,United States,Grand Forks,ND,-97.04,47.91,Closed
20179,8698-93138,Company Owned,North America,United States,Minot,ND,-101.3,48.23,Closed
20180,19836-194606,Company Owned,North America,United States,Minot,ND,-101.32,48.21,Closed
20181,72948-97644,Licensed,North America,United States,Bellevue,NE,-95.97,41.14,Active
20182,17697-185244,Licensed,North America,United States,Bellevue,NE,-95.97,41.14,Active
20183,75366-101741,Licensed,North America,United States,Bellevue,NE,-95.91,41.15,Active
20184,10276-97970,Company Owned,North America,United States,Bellevue,NE,-95.93,41.16,Active
20185,26923-241307,Licensed,North America,United States,Blair,NE,-96.12,41.54,Active
20186,79294-94922,Licensed,North America,United States,Columbus,NE,-97.37,41.44,Active
20187,72923-95691,Licensed,North America,United States,Fremont,NE,-96.49,41.45,Active
20188,10460-100782,Company Owned,North America,United States,Grand Island,NE,-98.38,40.92,Active
20189,29602-253008,Company Owned,North America,United States,Kearney,NE,-99.08,40.72,Closed
20190,76650-99157,Licensed,North America,United States,Kearney,NE,-99.09,40.72,Closed
20191,76758-108112,Licensed,North America,United States,Lincoln,NE,-96.66,40.72,Active
20192,17892-156264,Licensed,North America,United States,Lincoln,NE,-96.64,40.76,Active
20193,16920-176887,Licensed,North America,United States,Lincoln,NE,-96.65,40.82,Active
20194,8876-93139,Company Owned,North America,United States,Lincoln,NE,-96.68,40.74,Active
20195,10692-102130,Company Owned,North America,United States,Lincoln,NE,-96.67,40.81,Active
20196,8671-93691,Company Owned,North America,United States,Lincoln,NE,-96.7,40.81,Active
20197,22357-217607,Licensed,North America,United States,Lincoln,NE,-96.68,40.86,Active
20199,76520-99153,Licensed,North America,United States,Norfolk,NE,-97.43,42.02,Active
20200,10277-100148,Company Owned,North America,United States,North Platte,NE,-100.77,41.12,Closed
20201,48135-261124,Licensed,North America,United States,OMAHA,NE,-96.14,41.23,Active
20202,2651-53179,Company Owned,North America,United States,Omaha,NE,-96.1,41.23,Active
20203,72600-22901,Licensed,North America,United States,Omaha,NE,-96.12,41.29,Active
20204,9609-97425,Company Owned,North America,United States,Omaha,NE,-95.94,41.26,Active
20205,22356-217608,Licensed,North America,United States,Omaha,NE,-96.06,41.21,Active
20206,72858-93904,Licensed,North America,United States,Omaha,NE,-96.18,41.2,Active
20207,26889-217690,Licensed,North America,United States,Omaha,NE,-95.95,41.26,Active
20208,22985-226225,Licensed,North America,United States,Omaha,NE,-96.05,41.23,Active
20209,78071-115128,Licensed,North America,United States,Omaha,NE,-95.96,41.26,Closed
20210,25605-241527,Licensed,North America,United States,Omaha,NE,-96.14,41.2,Active
20211,2710-201566,Company Owned,North America,United States,Omaha,NE,-96.16,41.26,Active
20212,2662-64159,Company Owned,North America,United States,Omaha,NE,-96.05,41.25,Closed
20213,25426-217689,Licensed,North America,United States,Omaha,NE,-96.23,41.23,Active
20215,76594-95693,Licensed,North America,United States,Omaha,NE,-96.02,41.26,Active
20216,2668-71301,Company Owned,North America,United States,Omaha,NE,-96.19,41.23,Active
20217,49049-264325,Licensed,North America,United States,Omaha,NE,-96.12,41.27,Active
20218,79458-93202,Licensed,North America,United States,Omaha,NE,-96.12,41.29,Active
20219,2629-56500,Company Owned,North America,United States,Omaha,NE,-96.09,41.26,Active
20220,8612-93752,Company Owned,North America,United States,Omaha,NE,-96.15,41.29,Active
20221,76410-95692,Licensed,North America,United States,Omaha,NE,-96.03,41.32,Active
20222,23161-216033,Company Owned,North America,United States,Omaha,NE,-96.02,41.25,Active
20223,72846-92953,Licensed,North America,United States,Omaha,NE,-95.99,41.25,Active
20224,19670-177444,Company Owned,North America,United States,Omaha,NE,-96.11,41.21,Active
20225,79491-106608,Licensed,North America,United States,Omaha,NE,-95.99,41.24,Active
20226,2933-84780,Company Owned,North America,United States,Omaha,NE,-96.02,41.26,Active
20227,76872-121298,Licensed,North America,United States,Omaha,NE,-96.11,41.21,Active
20228,72964-94677,Licensed,North America,United States,Omaha,NE,-96.16,41.29,Active
20229,76820-110953,Licensed,North America,United States,Omaha,NE,-96.18,41.29,Active
20230,72631-32239,Licensed,North America,United States,Omaha,NE,-96.19,41.24,Active
20231,26922-241344,Licensed,North America,United States,Papillion,NE,-96.04,41.18,Active
20232,72602-22923,Licensed,North America,United States,Papillion,NE,-96.04,41.17,Active
20233,11529-103989,Company Owned,North America,United States,Papillion,NE,-96.02,41.14,Active
20234,73741-105734,Licensed,North America,United States,Papillion,NE,-96.03,41.14,Active
20235,21286-208984,Licensed,North America,United States,Plattsmouth,NE,-95.9,41.0,Active
20236,47487-136646,Licensed,North America,United States,Scottsbluff,NE,-103.66,41.85,Closed
20237,21443-212004,Licensed,North America,United States,Sidney,NE,-102.99,41.14,Closed
20238,10036-99403,Company Owned,North America,United States,York,NE,-97.6,40.82,Active
20239,76481-90424,Licensed,North America,United States,Bedford,NH,-71.47,42.94,Active
20240,17565-170144,Company Owned,North America,United States,Bedford,NH,-71.48,42.96,Active
20241,9716-98001,Company Owned,North America,United States,Concord,NH,-71.49,43.22,Active
20242,9991-99148,Company Owned,North America,United States,Dover,NH,-70.89,43.22,Active
20243,11854-105793,Company Owned,North America,United States,Epping,NH,-71.07,43.03,Active
20244,3872-141546,Licensed,North America,United States,Greenland,NH,-70.82,43.05,Active
20245,17293-176664,Company Owned,North America,United States,Hanover,NH,-72.29,43.7,Closed
20246,8810-95184,Company Owned,North America,United States,Keene,NH,-72.29,42.93,Active
20247,76553-100940,Licensed,North America,United States,Keene,NH,-72.31,42.93,Active
20248,29578-254333,Company Owned,North America,United States,Londonderry,NH,-71.35,42.86,Active
20250,48777-264185,Licensed,North America,United States,MANCHESTER,NH,-71.45,42.93,Closed
20251,13411-106160,Company Owned,North America,United States,Manchester,NH,-71.44,42.96,Active
20252,75663-93133,Licensed,North America,United States,Manchester,NH,-71.45,42.93,Active
20253,18197-185444,Company Owned,North America,United States,Merrimack,NH,-71.51,42.82,Closed
20254,7960-95872,Company Owned,North America,United States,Nashua,NH,-71.5,42.77,Active
20255,11531-104304,Company Owned,North America,United States,Nashua,NH,-71.54,42.8,Active
20256,10278-100344,Company Owned,North America,United States,Nashua,NH,-71.44,42.7,Closed
20257,22829-214644,Company Owned,North America,United States,Nashua,NH,-71.44,42.71,Closed
20259,13715-106254,Company Owned,North America,United States,North Conway,NH,-71.12,44.02,Active
20260,10325-99909,Company Owned,North America,United States,Portsmouth,NH,-70.79,43.09,Active
20261,7459-2912,Company Owned,North America,United States,Portsmouth,NH,-70.76,43.08,Active
20263,16926-166305,Licensed,North America,United States,Salem,NH,-71.22,42.76,Active
20264,24402-229624,Company Owned,North America,United States,Salem,NH,-71.23,42.77,Closed
20265,13448-107019,Company Owned,North America,United States,Seabrook,NH,-70.87,42.88,Active
20266,76677-104732,Licensed,North America,United States,Somersworth,NH,-70.88,43.23,Active
20267,10037-99639,Company Owned,North America,United States,Tilton,NH,-71.56,43.46,Closed
20268,8838-94558,Company Owned,North America,United States,Absecon,NJ,-74.49,39.46,Closed
20269,73856-93632,Licensed,North America,United States,Allendale,NJ,-74.13,41.03,Active
20270,75621-82681,Licensed,North America,United States,Atlantic City,NJ,-74.45,39.35,Active
20271,7849-80862,Company Owned,North America,United States,Atlantic City,NJ,-74.44,39.36,Active
20272,14932-150984,Licensed,North America,United States,Atlantic City,NJ,-74.44,39.35,Active
20273,75451-102575,Licensed,North America,United States,Atlantic City,NJ,-74.42,39.36,Closed
20274,17549-173804,Licensed,North America,United States,Atlantic City,NJ,-74.43,39.38,Closed
20275,47680-258706,Licensed,North America,United States,Barnegat,NJ,-74.25,39.76,Active
20276,7669-32160,Company Owned,North America,United States,Basking  Ridge,NJ,-74.58,40.65,Active
20277,73780-111885,Licensed,North America,United States,Bayonne,NJ,-74.11,40.67,Active
20278,13295-104959,Company Owned,North America,United States,Bedminster,NJ,-74.64,40.65,Active
20279,23709-231486,Licensed,North America,United States,Bellmar,NJ,-74.27,40.02,Closed
20280,21770-213785,Company Owned,North America,United States,Bergen,NJ,-74.07,40.96,Closed
20281,13296-106186,Company Owned,North America,United States,Bernardsville,NJ,-74.56,40.72,Active
20282,48652-263848,Licensed,North America,United States,Boonton,NJ,-74.4,40.91,Active
20283,10782-101614,Company Owned,North America,United States,Bordentown,NJ,-74.72,40.13,Active
20284,9480-96107,Company Owned,North America,United States,Branchburg,NJ,-74.69,40.61,Active
20285,76752-108096,Licensed,North America,United States,Brick,NJ,-74.15,40.06,Active
20287,11271-104196,Company Owned,North America,United States,Bridgewater,NJ,-74.61,40.58,Active
20288,7392-139851,Company Owned,North America,United States,Bridgewater,NJ,-74.62,40.59,Closed
20289,24888-237588,Licensed,North America,United States,Bridgewater,NJ,-74.56,40.56,Active
20290,20878-208265,Licensed,North America,United States,Burlington,NJ,-74.82,40.04,Active
20291,75161-75060,Licensed,North America,United States,Camden,NJ,-75.12,39.95,Active
20292,27065-246611,Company Owned,North America,United States,Cedar Knolls,NJ,-74.47,40.81,Active
20293,20167-203744,Company Owned,North America,United States,Chatham,NJ,-74.43,40.75,Active
20294,17223-176968,Licensed,North America,United States,Cherry Hill,NJ,-75.0,39.89,Active
20295,7620-19720,Company Owned,North America,United States,Cherry Hill,NJ,-75.0,39.91,Active
20296,11762-99112,Company Owned,North America,United States,Cherry Hill,NJ,-75.04,39.92,Active
20298,76948-129486,Licensed,North America,United States,Cherry Hill,NJ,-75.03,39.93,Active
20299,7787-64101,Company Owned,North America,United States,Cherry Hill,NJ,-75.02,39.94,Closed
20300,23126-227986,Company Owned,North America,United States,Cherry Hill,NJ,-75.05,39.94,Active
20301,7371-811,Company Owned,North America,United States,Cherry Hill,NJ,-74.97,39.86,Closed
20302,7895-81093,Company Owned,North America,United States,Cherry Hill,NJ,-75.03,39.93,Active
20303,11642-105545,Company Owned,North America,United States,Chester,NJ,-74.69,40.78,Closed
20304,15210-155731,Licensed,North America,United States,Clark,NJ,-74.31,40.63,Closed
20305,11272-102276,Company Owned,North America,United States,Clementon,NJ,-75.04,39.8,Active
20306,9659-97879,Company Owned,North America,United States,Clifton,NJ,-74.14,40.83,Active
20307,73964-96543,Licensed,North America,United States,Clifton,NJ,-74.14,40.83,Active
20308,7582-18664,Company Owned,North America,United States,Closter,NJ,-73.96,40.97,Closed
20309,47895-259427,Licensed,North America,United States,CLOSTER,NJ,-73.96,40.97,Active
20310,29821-251648,Licensed,North America,United States,Cranbury,NJ,-74.49,40.32,Closed
20311,75692-94408,Licensed,North America,United States,Cranbury,NJ,-74.49,40.32,Closed
20312,79487-101833,Licensed,North America,United States,Cranbury,NJ,-74.44,40.32,Active
20313,20466-205025,Company Owned,North America,United States,Cranford,NJ,-74.29,40.66,Active
20314,21510-212987,Company Owned,North America,United States,Cranford,NJ,-74.3,40.65,Active
20315,10039-99378,Company Owned,North America,United States,Delran,NJ,-74.94,40.02,Active
20316,7880-81643,Company Owned,North America,United States,Denville,NJ,-74.51,40.87,Active
20317,13926-111184,Company Owned,North America,United States,Denville,NJ,-74.48,40.89,Active
20318,20460-205804,Company Owned,North America,United States,Deptford,NJ,-75.1,39.83,Active
20320,9958-97328,Company Owned,North America,United States,East Brunswick,NJ,-74.4,40.46,Active
20321,29956-255467,Licensed,North America,United States,East Hanover,NJ,-74.38,40.81,Active
20322,7475-6848,Company Owned,North America,United States,East Hanover,NJ,-74.36,40.8,Closed
20323,17120-129244,Licensed,North America,United States,East Ridgefield,NJ,-74.0,40.83,Closed
20324,75896-101808,Licensed,North America,United States,East Rutherford,NJ,-74.08,40.81,Active
20325,10392-100740,Company Owned,North America,United States,East Rutherford,NJ,-74.09,40.83,Active
20326,20164-203764,Company Owned,North America,United States,Eatontown,NJ,-74.05,40.29,Active
20327,7223-561,Company Owned,North America,United States,Edgewater,NJ,-73.98,40.81,Active
20328,20965-208925,Licensed,North America,United States,Edgewater,NJ,-73.98,40.81,Active
20329,7767-66040,Company Owned,North America,United States,Edison,NJ,-74.35,40.56,Closed
20330,24887-237459,Licensed,North America,United States,Edison,NJ,-74.34,40.55,Closed
20332,70040-135824,Licensed,North America,United States,Edison,NJ,-74.34,40.52,Closed
20333,18033-166705,Licensed,North America,United States,Edison,NJ,-74.33,40.54,Active
20334,7721-44905,Company Owned,North America,United States,Edison,NJ,-74.34,40.55,Closed
20335,14295-107071,Company Owned,North America,United States,Elizabeth,NJ,-74.17,40.66,Active
20336,846-2045,Company Owned,North America,United States,Englewood,NJ,-73.97,40.89,Active
20337,7488-2885,Company Owned,North America,United States,Evesham,NJ,-74.93,39.89,Active
20338,25228-237517,Licensed,North America,United States,Fairfield,NJ,-74.27,40.89,Active
20339,21655-213985,Company Owned,North America,United States,Fairlawn,NJ,-74.13,40.94,Active
20340,23176-226585,Company Owned,North America,United States,Flemington,NJ,-74.86,40.49,Active
20341,859-558,Company Owned,North America,United States,Florham Park,NJ,-74.39,40.79,Active
