,Store Number,Ownership Type,Continent,Country,City,State/Province,Longitude,Latitude,Status
23135,59463-293710,Join Venture,Asia,"Korea, Republic of",Cheonan-si,44,127.12257,36.83863,Opened
23137,52333-281206,Join Venture,Asia,"Korea, Republic of","Cheonan, Chungcheongnam-do",44,127.122341,36.793239,Opened
23138,50334-274085,Join Venture,Asia,"Korea, Republic of",Cheonan-si,44,127.108128,36.812384,Opened
23139,54819-288547,Join Venture,Asia,"Korea, Republic of",Cheonan,44,127.106507,36.816423,Opened
23140,56716-290630,Join Venture,Asia,"Korea, Republic of",Cheonan-si,44,127.106413,36.805528,Opened
23141,52684-282428,Join Venture,Asia,"Korea, Republic of",n-si,44,127.058347,36.798498,Opened
23142,58092-292218,Join Venture,Asia,"Korea, Republic of",Asan,44,127.054168,36.774981,Opened
23143,66598-301151,Join Venture,Asia,"Korea, Republic of",Asan-si,44,127.015714,36.788319,Opened
23145,50335-274084,Join Venture,Asia,"Korea, Republic of",Chungcheongnam-do,44,127.008964,36.774122,Opened
23146,59177-293121,Join Venture,Asia,"Korea, Republic of",Asan,44,126.993246,36.783709,Opened
23147,29001-251225,Join Venture,Asia,"Korea, Republic of",Pyeongtaek,41,127.040013,36.957331,Opened
23148,59254-292112,Join Venture,Asia,"Korea, Republic of",Pyeongtaek-city,41,127.134716,36.993214,Opened
23149,63592-298269,Join Venture,Asia,"Korea, Republic of",Anseong-si,41,127.148215,36.9966,Opened
23152,59443-293697,Join Venture,Asia,"Korea, Republic of",Pyeongtaej-city,41,127.1138,36.998721,Opened
23154,61720-296027,Join Venture,Asia,"Korea, Republic of",Gyeonggi-do,41,127.267717,36.986204,Opened
23155,57959-290738,Join Venture,Asia,"Korea, Republic of",Anseong-si,41,127.20075,37.009508,Opened
23156,60922-294818,Join Venture,Asia,"Korea, Republic of",Pyeongtaek-city,41,127.113111,37.013979,Opened
23157,64922-296960,Join Venture,Asia,"Korea, Republic of",Pyeongtaek-city,41,127.078858,37.007478,Opened
23158,55818-289712,Join Venture,Asia,"Korea, Republic of",Anseong-si,41,127.262199,37.009969,Opened
23159,59121-292903,Join Venture,Asia,"Korea, Republic of",Pyeongtaek-city,41,126.913395,36.990691,Opened
23160,57187-290966,Join Venture,Asia,"Korea, Republic of",Pyeongtaek,41,127.063672,37.066221,Opened
23161,65236-298223,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.855329,37.56004,Opened
23162,51023-276946,Join Venture,Asia,"Korea, Republic of",seoul,11,126.853214,37.561569,Opened
23164,64771-298652,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.840539,37.560012,Opened
23167,58915-291419,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.835154,37.558738,Opened
23168,56378-290271,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.835991,37.54961,Opened
23169,56465-290391,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.833713,37.560813,Opened
23170,61783-296324,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.825921,37.559557,Opened
23171,53280-284226,Join Venture,Asia,"Korea, Republic of",seoul,11,126.825884,37.568377,Opened
23172,51024-276945,Join Venture,Asia,"Korea, Republic of",seoul,11,126.830641,37.576514,Opened
23174,60921-294817,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.821687,37.567083,Opened
23175,62371-295968,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.82697,37.538243,Opened
23176,52475-281825,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.816584,37.574515,Opened
23178,52194-264886,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.952958,37.545908,Opened
23183,54715-288446,Join Venture,Asia,"Korea, Republic of",seoul,11,127.095382,37.541183,Opened
23184,56755-290697,Join Venture,Asia,"Korea, Republic of",seoul,11,127.089924,37.55123,Opened
23187,64741-298922,Join Venture,Asia,"Korea, Republic of",Changwonsi,48,128.645708,35.237179,Opened
23189,62958-297585,Join Venture,Asia,"Korea, Republic of",Gyeongsangnam-do,48,128.625801,35.257804,Opened
23190,59812-293991,Join Venture,Asia,"Korea, Republic of",Changwon-si,48,128.681608,35.22175,Opened
23194,51356-278204,Join Venture,Asia,"Korea, Republic of",Gyeongnam,48,128.607962,35.257082,Opened
23199,53921-286176,Join Venture,Asia,"Korea, Republic of",Changwon-si,48,128.580605,35.236261,Opened
23201,57206-290946,Join Venture,Asia,"Korea, Republic of",Changwon-si,48,128.574443,35.220647,Opened
23202,53922-286177,Join Venture,Asia,"Korea, Republic of",Changwon-si,48,128.580572,35.20421,Opened
23203,50971-276765,Join Venture,Asia,"Korea, Republic of",Changwon-si,48,128.597316,35.170618,Opened
23204,59665-293878,Join Venture,Asia,"Korea, Republic of","Gimhae-si, Gyeongsangnam-do",48,128.731463,35.306008,Opened
23205,62488-296225,Join Venture,Asia,"Korea, Republic of",DNDSANKJ,48,128.561208,35.185707,Opened
23207,51329-278205,Join Venture,Asia,"Korea, Republic of",Changwon-si,48,128.706941,35.143805,Opened
23208,49947-271444,Join Venture,Asia,"Korea, Republic of",Gyeongsangnamdo,48,128.523065,35.26152,Opened
23209,65414-299800,Join Venture,Asia,"Korea, Republic of",Changwon,48,128.511064,35.248987,Opened
23212,60903-295301,Join Venture,Asia,"Korea, Republic of",Gimhae-si,48,128.814078,35.171957,Opened
23213,63805-297524,Join Venture,Asia,"Korea, Republic of",Gyeongsangnam-do,48,128.861197,35.240338,Opened
23215,54190-285983,Join Venture,Asia,"Korea, Republic of",Gyeongnam,48,128.86584,35.25592,Opened
23221,54934-288703,Join Venture,Asia,"Korea, Republic of",Busan,26,128.915275,35.108338,Opened
23222,64942-299199,Join Venture,Asia,"Korea, Republic of",Busan,26,128.912574,35.096267,Opened
23224,59430-293196,Join Venture,Asia,"Korea, Republic of",Miryang,48,128.751189,35.485287,Opened
23225,60701-295091,Join Venture,Asia,"Korea, Republic of",Busan,26,128.918188,35.0929,Opened
23226,58919-291725,Join Venture,Asia,"Korea, Republic of",Busan-city,26,128.929396,35.102332,Opened
23229,63963-297015,Join Venture,Asia,"Korea, Republic of",Busan-si,26,128.969724,35.127674,Opened
23231,58423-291726,Join Venture,Asia,"Korea, Republic of",Busan-city,26,129.004796,35.216818,Opened
23233,52065-280384,Join Venture,Asia,"Korea, Republic of",Gyeongnam,48,128.994719,35.318299,Opened
23234,52710-282874,Join Venture,Asia,"Korea, Republic of",Busan-si,26,128.968832,35.105353,Opened
23235,55157-288987,Join Venture,Asia,"Korea, Republic of",Busan,26,129.125622,35.153959,Opened
23236,66803-301405,Join Venture,Asia,"Korea, Republic of",Busan,26,129.129282,35.168798,Opened
23240,66267-300786,Join Venture,Asia,"Korea, Republic of",Busan-si,26,129.128115,35.17003,Opened
23248,54906-288653,Join Venture,Asia,"Korea, Republic of",Busan,26,129.122657,35.177846,Opened
23250,55796-289608,Join Venture,Asia,"Korea, Republic of",Busan,26,129.153022,35.15888,Opened
23253,54714-284970,Join Venture,Asia,"Korea, Republic of",Busan,26,129.159586,35.163442,Opened
23255,63985-298705,Join Venture,Asia,"Korea, Republic of",Busan,48,129.163043,35.160019,Opened
23258,55504-289396,Join Venture,Asia,"Korea, Republic of",Ansan,41,126.834262,37.31894,Opened
23259,51342-278147,Join Venture,Asia,"Korea, Republic of",Gyeonggi-do,41,126.826438,37.318862,Opened
23260,66273-300778,Join Venture,Asia,"Korea, Republic of",Ansan-si,41,126.847722,37.306538,Opened
23263,63159-297810,Join Venture,Asia,"Korea, Republic of",Gyeonggi-do,41,126.818098,37.275325,Opened
23264,60624-294569,Join Venture,Asia,"Korea, Republic of",Siheung-si,41,126.850303,37.377981,Opened
23267,63895-298216,Join Venture,Asia,"Korea, Republic of",Gyeonggi-do,41,126.930588,37.357974,Opened
23272,55758-289713,Join Venture,Asia,"Korea, Republic of",Suwon,41,126.940874,37.274876,Opened
23273,56696-290610,Join Venture,Asia,"Korea, Republic of",Gunposi,41,126.935529,37.372407,Opened
23274,60707-295096,Join Venture,Asia,"Korea, Republic of",Gyeonggi-do,41,126.729016,37.368033,Opened
23275,51355-278150,Join Venture,Asia,"Korea, Republic of",Gyeonggi,41,126.73902,37.381008,Opened
23276,51327-278149,Join Venture,Asia,"Korea, Republic of",Gyeonggi,41,126.736356,37.379778,Opened
23277,62446-296958,Join Venture,Asia,"Korea, Republic of",Anyang-Si,41,126.934601,37.38378,Opened
23278,61018-295421,Join Venture,Asia,"Korea, Republic of",Suwon-city,41,126.954289,37.274704,Opened
23279,59874-294029,Join Venture,Asia,"Korea, Republic of",Anyang-si Gyeonggi-do,41,126.948701,37.372359,Opened
23280,54264-285905,Join Venture,Asia,"Korea, Republic of",Gyeonggi-do,41,126.88182,37.416391,Opened
23281,53487-285665,Join Venture,Asia,"Korea, Republic of",Sihung,41,126.717266,37.362831,Opened
23286,59830-294028,Join Venture,Asia,"Korea, Republic of",Anyang-si Gyeonggi-do,41,126.921916,37.402148,Opened
23287,66469-299204,Join Venture,Asia,"Korea, Republic of",Gwangmyeong-si,41,126.882618,37.419388,Opened
23288,65332-299667,Join Venture,Asia,"Korea, Republic of",Anyang-si,41,126.935105,37.398545,Opened
23290,63998-298704,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.884357,37.423894,Opened
23291,53413-284866,Join Venture,Asia,"Korea, Republic of","Anyang-si, Gyeonggi-do",41,126.950439,37.390188,Opened
23292,59826-294187,Join Venture,Asia,"Korea, Republic of",Hwaseong-city,41,126.825989,37.200813,Opened
23293,54389-286652,Join Venture,Asia,"Korea, Republic of",Suwon,41,126.98265,37.297311,Opened
23295,62444-296956,Join Venture,Asia,"Korea, Republic of",Anyang-Si,41,126.953763,37.391903,Opened
23299,53971-285904,Join Venture,Asia,"Korea, Republic of","Anyangyang-si, Gyeonggi-do",41,126.949284,37.4011,Opened
23300,54653-276246,Join Venture,Asia,"Korea, Republic of",Suwon,41,126.96398,37.246396,Opened
23302,63089-296796,Join Venture,Asia,"Korea, Republic of",Bucheon,41,126.797907,37.438184,Opened
23304,53486-285663,Join Venture,Asia,"Korea, Republic of",Suwon,41,126.998284,37.307998,Opened
23305,53289-284224,Join Venture,Asia,"Korea, Republic of",Gyeonggi-do,41,126.790715,37.443904,Opened
23306,59838-294094,Join Venture,Asia,"Korea, Republic of",Gyeonggi-do,41,126.813895,37.461352,Opened
23307,57817-291226,Join Venture,Asia,"Korea, Republic of",Siheung-si,41,126.787504,37.441829,Opened
23308,61706-296192,Join Venture,Asia,"Korea, Republic of",Siheung-si,41,126.790218,37.44124,Opened
23309,61410-295849,Join Venture,Asia,"Korea, Republic of",Bucheon,41,126.823985,37.468212,Opened
23310,63936-298475,Join Venture,Asia,"Korea, Republic of",Goyang-si,41,126.892527,37.598717,Opened
23314,50460-274784,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.943991,37.588726,Opened
23317,55046-288819,Join Venture,Asia,"Korea, Republic of",Gyeongsangnam-do,48,128.64155,34.894725,Opened
23318,61564-295656,Join Venture,Asia,"Korea, Republic of",Geoje-si,48,128.691451,34.888857,Opened
23320,20289-204685,Join Venture,Asia,"Korea, Republic of",Gyeongsangnamdo,48,128.704834,34.883678,Opened
23322,58182-292327,Join Venture,Asia,"Korea, Republic of",Busan,26,128.963637,35.049137,Opened
23323,51331-278206,Join Venture,Asia,"Korea, Republic of",Busan-si,26,128.975308,35.060906,Opened
23324,64964-298707,Join Venture,Asia,"Korea, Republic of",Busan,26,128.971529,35.084582,Opened
23326,60008-294295,Join Venture,Asia,"Korea, Republic of",Busan-si,26,129.020996,35.080707,Opened
23328,60530-294826,Join Venture,Asia,"Korea, Republic of",seoul,11,126.963562,37.539606,Opened
23331,62121-296696,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.96901,37.539214,Opened
23334,52777-282725,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.966422,37.528745,Opened
23335,54374-286627,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.965783,37.527327,Opened
23336,63877-298593,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.967477,37.526636,Opened
23337,50395-274467,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.970862,37.524216,Opened
23339,62445-296957,Join Venture,Asia,"Korea, Republic of",Uiwang-Si,41,126.977101,37.389159,Opened
23340,59597-293826,Join Venture,Asia,"Korea, Republic of",Gyeonggi-do,41,126.971383,37.396345,Opened
23342,50393-274284,Join Venture,Asia,"Korea, Republic of",Gyeonggi-do,41,126.984399,37.396162,Opened
23343,59596-293825,Join Venture,Asia,"Korea, Republic of",Gyeonggi-do,41,126.998409,37.388504,Opened
23344,66236-300747,Join Venture,Asia,"Korea, Republic of",Uiwang-si,41,127.008254,37.375504,Opened
23348,52722-282727,Join Venture,Asia,"Korea, Republic of",Gyeonggi,41,126.993827,37.439277,Opened
23352,62541-297016,Join Venture,Asia,"Korea, Republic of",Busan-si,26,129.168038,35.167261,Opened
23355,64744-298924,Join Venture,Asia,"Korea, Republic of",Busan,26,129.1771,35.170593,Opened
23356,63438-298066,Join Venture,Asia,"Korea, Republic of",Busan,48,129.1821,35.161334,Opened
23358,63078-297522,Join Venture,Asia,"Korea, Republic of",Busan,26,129.175442,35.17783,Opened
23359,51233-277425,Join Venture,Asia,"Korea, Republic of",Busan,26,129.119238,35.203176,Opened
23365,47635-258785,Join Venture,Asia,"Korea, Republic of",Gyeongsan-si,47,128.73722,35.827697,Opened
23366,59359-292981,Join Venture,Asia,"Korea, Republic of",Gyeongsan-si,47,128.745803,35.833812,Opened
23369,60857-294340,Join Venture,Asia,"Korea, Republic of",daegu,27,128.726186,35.869169,Opened
23370,62045-296578,Join Venture,Asia,"Korea, Republic of",Daegu-si,27,128.693704,35.863322,Opened
23373,59876-294069,Join Venture,Asia,"Korea, Republic of",Suwon-city,41,127.011216,37.26299,Opened
23374,58920-293016,Join Venture,Asia,"Korea, Republic of",Suwon-city,41,127.027627,37.270389,Opened
23378,64719-298064,Join Venture,Asia,"Korea, Republic of",Gyeonggi-do,41,127.016984,37.243917,Opened
23379,52704-282504,Join Venture,Asia,"Korea, Republic of",Suwon,41,127.035212,37.272212,Opened
23380,52494-282071,Join Venture,Asia,"Korea, Republic of",Gyeonggi,41,127.025826,37.245754,Opened
23381,59731-293698,Join Venture,Asia,"Korea, Republic of",Hwaseong-city,41,126.971582,37.228213,Opened
23383,60851-295256,Join Venture,Asia,"Korea, Republic of",Hwaseong-city,41,126.955561,37.218419,Opened
23384,59257-293015,Join Venture,Asia,"Korea, Republic of",Hwaseong-city,41,127.058045,37.220185,Opened
23385,63538-297791,Join Venture,Asia,"Korea, Republic of",Gyeonggi-do,41,127.012976,37.202583,Opened
23386,49392-267085,Join Venture,Asia,"Korea, Republic of",Hwasung,41,127.05304,37.212422,Opened
23392,50102-272967,Join Venture,Asia,"Korea, Republic of",Yangsan-si,48,129.156542,35.375974,Opened
23395,59124-292919,Join Venture,Asia,"Korea, Republic of",Busan,26,129.220181,35.242675,Opened
23396,15420-299804,Join Venture,Asia,"Korea, Republic of",Yangsan-si,48,129.026919,35.336483,Opened
23398,53717-285982,Join Venture,Asia,"Korea, Republic of",Yangsan,48,129.030301,35.319485,Opened
23400,57205-290947,Join Venture,Asia,"Korea, Republic of",Busan,26,129.091606,35.26262,Opened
23402,56962-290945,Join Venture,Asia,"Korea, Republic of",Yangsan,48,129.009238,35.309234,Opened
23403,60756-294839,Join Venture,Asia,"Korea, Republic of",Gwangju-si,29,126.83397,35.224453,Opened
23408,59829-294027,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.961109,37.477746,Opened
23410,57056-291048,Join Venture,Asia,"Korea, Republic of",Seoul-si,11,126.952593,37.479283,Opened
23413,16614-173550,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.951345,37.481286,Opened
23417,54263-286487,Join Venture,Asia,"Korea, Republic of",Gyeonggi,41,127.637997,37.266183,Opened
23426,55345-289188,Join Venture,Asia,"Korea, Republic of",Gyeonggi-do,41,127.457456,37.29818,Opened
23430,53931-276631,Join Venture,Asia,"Korea, Republic of",Gyeonggi-do,41,127.407463,37.298624,Opened
23440,61461-295153,Join Venture,Asia,"Korea, Republic of","Gyeonggi-do,",41,127.325161,37.355589,Opened
23442,52784-282724,Join Venture,Asia,"Korea, Republic of",Gyeonggi Yangpyeong-gun,41,127.499986,37.491069,Opened
23444,51582-278449,Join Venture,Asia,"Korea, Republic of",wonju-si,42,127.93051,37.332797,Opened
23446,58673-292916,Join Venture,Asia,"Korea, Republic of",Gyeonggi,41,127.481919,37.497203,Opened
23447,63372-295343,Join Venture,Asia,"Korea, Republic of",gwanju,41,127.298382,37.374913,Opened
23448,55050-288822,Join Venture,Asia,"Korea, Republic of",Wonju-si,42,127.949692,37.336018,Opened
23449,57446-290398,Join Venture,Asia,"Korea, Republic of",Wonju-si,42,127.971604,37.319609,Opened
23452,59511-293240,Join Venture,Asia,"Korea, Republic of",Gyeonggi-do,41,127.27331,37.398728,Opened
23453,60999-294798,Join Venture,Asia,"Korea, Republic of",Gyeonggi,41,127.216586,37.233607,Opened
23456,58639-291812,Join Venture,Asia,"Korea, Republic of",Gyeonggi,41,127.209829,37.239087,Opened
23457,59179-293239,Join Venture,Asia,"Korea, Republic of",Gyeonggi-do,41,127.273077,37.41639,Opened
23459,50463-274825,Join Venture,Asia,"Korea, Republic of",Chungcheongbukdo,43,127.915071,36.980746,Opened
23460,50458-274824,Join Venture,Asia,"Korea, Republic of",Chungcheongbukdo,43,127.928625,36.990207,Opened
23461,28006-249286,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.930906,37.609741,Opened
23462,52774-282508,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.921592,37.618834,Opened
23463,49869-270949,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.919917,37.620277,Opened
23465,56338-290064,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.967212,37.606147,Opened
23466,54380-286647,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.918734,37.639539,Opened
23469,59718-294026,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.948369,37.503342,Opened
23471,58898-293181,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.972556,37.484053,Opened
23472,58896-293183,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.946608,37.51326,Opened
23473,57421-291533,Join Venture,Asia,"Korea, Republic of",Seoul-si,11,126.979737,37.484371,Opened
23474,52159-280504,Join Venture,Asia,"Korea, Republic of",seoul,11,126.982814,37.485065,Opened
23476,53602-285848,Join Venture,Asia,"Korea, Republic of",Seoul,11,126.977256,37.518588,Opened
23479,65412-299797,Join Venture,Asia,"Korea, Republic of",Busan,26,129.214143,35.194569,Opened
23481,63595-298272,Join Venture,Asia,"Korea, Republic of",Incheon,28,126.649208,37.44782,Opened
23482,57252-291301,Join Venture,Asia,"Korea, Republic of",Incheon-si,28,126.683003,37.405805,Opened
23484,56011-289741,Join Venture,Asia,"Korea, Republic of",Incheon,28,126.664402,37.412567,Opened
23486,59003-293224,Join Venture,Asia,"Korea, Republic of",Incheon-si,28,126.651516,37.396558,Opened
23489,50967-276766,Join Venture,Asia,"Korea, Republic of",busan,26,129.030034,35.098084,Opened
23490,59559-293799,Join Venture,Asia,"Korea, Republic of",Busan-si,26,129.031305,35.100544,Opened
23491,52552-282251,Join Venture,Asia,"Korea, Republic of",busna-si,26,129.028548,35.102824,Opened
23493,64938-299201,Join Venture,Asia,"Korea, Republic of",Busan,26,129.037249,35.094173,Opened
23495,57570-291696,Join Venture,Asia,"Korea, Republic of",Seoul,11,127.001843,37.582302,Opened
23496,62448-296961,Join Venture,Asia,"Korea, Republic of",Seoul-si,11,127.002123,37.584154,Opened
23499,62669-297167,Join Venture,Asia,"Korea, Republic of",Incheon-si,28,126.658091,37.381472,Opened
23500,52694-282785,Join Venture,Asia,"Korea, Republic of",Incheon,28,126.658709,37.380008,Opened
23503,63324-297959,Join Venture,Asia,"Korea, Republic of",Chuncheon-si,42,127.720847,37.867623,Opened
23507,62024-295303,Join Venture,Asia,"Korea, Republic of",Chuncheon-si,42,127.726751,37.855697,Opened
23509,53626-284869,Join Venture,Asia,"Korea, Republic of",Chuncheon-si,42,127.776122,37.88819,Opened
23510,63893-298544,Join Venture,Asia,"Korea, Republic of",Gapyeong-gun,41,127.525271,37.806669,Opened
23511,30618-293358,Join Venture,Asia,"Korea, Republic of",Gangwondo,42,127.686231,37.649893,Opened
23514,59729-293357,Join Venture,Asia,"Korea, Republic of",Namyangju-si,41,127.303693,37.638718,Opened
23515,51689-277192,Join Venture,Asia,"Korea, Republic of",Pocheon-city,41,127.161649,37.848391,Opened
23516,47004-256105,Join Venture,Asia,"Korea, Republic of",gyeonggi,41,127.190213,37.722785,Opened
